Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","1961","1961","ha","3200","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","1962","1962","ha","3200","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","1963","1963","ha","3200","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","1964","1964","ha","3380","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","1965","1965","ha","3570","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","1966","1966","ha","3940","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","1967","1967","ha","4400","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","1968","1968","ha","4300","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","1969","1969","ha","4370","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","1970","1970","ha","4400","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","1971","1971","ha","4400","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","1972","1972","ha","4520","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","1973","1973","ha","4610","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","1974","1974","ha","4690","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","1975","1975","ha","4700","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","1976","1976","ha","4700","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","1977","1977","ha","4710","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","1978","1978","ha","4680","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","1979","1979","ha","4520","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","1980","1980","ha","4530","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","1981","1981","ha","4430","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","1982","1982","ha","4260","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","1983","1983","ha","4090","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","1984","1984","ha","3930","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","1985","1985","ha","3820","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","1986","1986","ha","3720","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","1987","1987","ha","3200","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","1988","1988","ha","3350","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","1989","1989","ha","3360","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","1990","1990","ha","3396","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","1991","1991","ha","4961","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","1992","1992","ha","3680","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","1993","1993","ha","3300","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","1994","1994","ha","3183","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","1995","1995","ha","3340","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","1996","1996","ha","3369","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","1997","1997","ha","3600","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","1998","1998","ha","6000","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","1999","1999","ha","3044","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","2000","2000","ha","2000","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","2001","2001","ha","2000","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","2002","2002","ha","2000","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","2003","2003","ha","2000","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","2004","2004","ha","2253","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","2005","2005","ha","2541","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","2006","2006","ha","2702","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","2007","2007","ha","2702","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","2008","2008","ha","2700","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","2009","2009","ha","1924","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","2010","2010","ha","1924","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","2011","2011","ha","2056","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","2012","2012","ha","2056","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","2013","2013","ha","2056","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","2014","2014","ha","1525","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","2015","2015","ha","1525","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","2016","2016","ha","811","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","2017","2017","ha","1623","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5312","Area harvested","569","Figs","2018","2018","ha","1644","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","1961","1961","hg/ha","25000","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","1962","1962","hg/ha","25000","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","1963","1963","hg/ha","25000","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","1964","1964","hg/ha","28698","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","1965","1965","hg/ha","30252","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","1966","1966","hg/ha","30457","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","1967","1967","hg/ha","33182","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","1968","1968","hg/ha","34186","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","1969","1969","hg/ha","34096","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","1970","1970","hg/ha","32727","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","1971","1971","hg/ha","25909","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","1972","1972","hg/ha","30973","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","1973","1973","hg/ha","31670","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","1974","1974","hg/ha","31343","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","1975","1975","hg/ha","31489","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","1976","1976","hg/ha","29362","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","1977","1977","hg/ha","17410","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","1978","1978","hg/ha","25641","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","1979","1979","hg/ha","25221","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","1980","1980","hg/ha","26049","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","1981","1981","hg/ha","26411","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","1982","1982","hg/ha","26526","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","1983","1983","hg/ha","26895","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","1984","1984","hg/ha","26718","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","1985","1985","hg/ha","26440","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","1986","1986","hg/ha","27419","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","1987","1987","hg/ha","27500","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","1988","1988","hg/ha","26567","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","1989","1989","hg/ha","26488","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","1990","1990","hg/ha","26502","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","1991","1991","hg/ha","18101","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","1992","1992","hg/ha","24728","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","1993","1993","hg/ha","27273","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","1994","1994","hg/ha","28589","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","1995","1995","hg/ha","29365","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","1996","1996","hg/ha","30347","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","1997","1997","hg/ha","27778","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","1998","1998","hg/ha","28333","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","1999","1999","hg/ha","51252","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","2000","2000","hg/ha","75000","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","2001","2001","hg/ha","85000","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","2002","2002","hg/ha","75000","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","2003","2003","hg/ha","85000","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","2004","2004","hg/ha","88771","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","2005","2005","hg/ha","78709","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","2006","2006","hg/ha","74019","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","2007","2007","hg/ha","55514","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","2008","2008","hg/ha","30000","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","2009","2009","hg/ha","60000","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","2010","2010","hg/ha","45000","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","2011","2011","hg/ha","40000","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","2012","2012","hg/ha","40126","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","2013","2013","hg/ha","40370","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","2014","2014","hg/ha","40000","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","2015","2015","hg/ha","32761","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","2016","2016","hg/ha","38755","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","2017","2017","hg/ha","48595","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5419","Yield","569","Figs","2018","2018","hg/ha","57275","Fc","Calculated data"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","1961","1961","tonnes","8000","*","Unofficial figure"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","1962","1962","tonnes","8000","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","1963","1963","tonnes","8000","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","1964","1964","tonnes","9700","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","1965","1965","tonnes","10800","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","1966","1966","tonnes","12000","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","1967","1967","tonnes","14600","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","1968","1968","tonnes","14700","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","1969","1969","tonnes","14900","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","1970","1970","tonnes","14400","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","1971","1971","tonnes","11400","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","1972","1972","tonnes","14000","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","1973","1973","tonnes","14600","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","1974","1974","tonnes","14700","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","1975","1975","tonnes","14800","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","1976","1976","tonnes","13800","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","1977","1977","tonnes","8200","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","1978","1978","tonnes","12000","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","1979","1979","tonnes","11400","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","1980","1980","tonnes","11800","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","1981","1981","tonnes","11700","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","1982","1982","tonnes","11300","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","1983","1983","tonnes","11000","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","1984","1984","tonnes","10500","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","1985","1985","tonnes","10100","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","1986","1986","tonnes","10200","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","1987","1987","tonnes","8800","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","1988","1988","tonnes","8900","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","1989","1989","tonnes","8900","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","1990","1990","tonnes","9000","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","1991","1991","tonnes","8980","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","1992","1992","tonnes","9100","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","1993","1993","tonnes","9000","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","1994","1994","tonnes","9100","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","1995","1995","tonnes","9808","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","1996","1996","tonnes","10224","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","1997","1997","tonnes","10000","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","1998","1998","tonnes","17000","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","1999","1999","tonnes","15601","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","2000","2000","tonnes","15000","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","2001","2001","tonnes","17000","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","2002","2002","tonnes","15000","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","2003","2003","tonnes","17000","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","2004","2004","tonnes","20000","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","2005","2005","tonnes","20000","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","2006","2006","tonnes","20000","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","2007","2007","tonnes","15000","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","2008","2008","tonnes","8100","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","2009","2009","tonnes","11544","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","2010","2010","tonnes","8658","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","2011","2011","tonnes","8224","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","2012","2012","tonnes","8250","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","2013","2013","tonnes","8300","F","FAO estimate"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","2014","2014","tonnes","6100","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","2015","2015","tonnes","4996","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","2016","2016","tonnes","3143","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","2017","2017","tonnes","7887","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","569","Figs","2018","2018","tonnes","9416","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","1961","1961","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","1962","1962","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","1963","1963","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","1964","1964","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","1965","1965","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","1966","1966","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","1967","1967","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","1968","1968","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","1969","1969","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","1970","1970","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","1971","1971","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","1972","1972","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","1973","1973","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","1974","1974","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","1975","1975","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","1976","1976","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","1977","1977","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","1978","1978","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","1979","1979","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","1980","1980","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","1981","1981","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","1982","1982","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","1983","1983","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","1984","1984","ha","","M","Data not available"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","1985","1985","ha","9250","F","FAO estimate"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","1986","1986","ha","9250","F","FAO estimate"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","1987","1987","ha","9250","F","FAO estimate"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","1988","1988","ha","9250","F","FAO estimate"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","1989","1989","ha","9250","F","FAO estimate"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","1990","1990","ha","1000","F","FAO estimate"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","1991","1991","ha","800","F","FAO estimate"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","1992","1992","ha","800","F","FAO estimate"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","1993","1993","ha","800","F","FAO estimate"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","1994","1994","ha","900","F","FAO estimate"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","1995","1995","ha","900","F","FAO estimate"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","1996","1996","ha","1000","F","FAO estimate"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","1997","1997","ha","1000","F","FAO estimate"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","1998","1998","ha","1000","F","FAO estimate"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","1999","1999","ha","1000","F","FAO estimate"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","2000","2000","ha","1000","F","FAO estimate"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","2001","2001","ha","1800","F","FAO estimate"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","2002","2002","ha","1200","F","FAO estimate"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","2003","2003","ha","1300","F","FAO estimate"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","2004","2004","ha","1200","F","FAO estimate"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","2005","2005","ha","1300","F","FAO estimate"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","2006","2006","ha","1300","F","FAO estimate"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","2007","2007","ha","1300","F","FAO estimate"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","2008","2008","ha","1400","F","FAO estimate"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","2009","2009","ha","1500","F","FAO estimate"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","2010","2010","ha","1437","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","2011","2011","ha","1535","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","2012","2012","ha","1668","","Official data"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","2013","2013","ha","1571","","Official data"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","2014","2014","ha","1543","","Official data"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","2015","2015","ha","1543","","Official data"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","2016","2016","ha","1489","","Official data"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","2017","2017","ha","1483","","Official data"
"QCL","Crops and livestock products","3","Albania","5312","Area harvested","569","Figs","2018","2018","ha","1482","","Official data"
"QCL","Crops and livestock products","3","Albania","5419","Yield","569","Figs","1985","1985","hg/ha","18162","Fc","Calculated data"
"QCL","Crops and livestock products","3","Albania","5419","Yield","569","Figs","1986","1986","hg/ha","19459","Fc","Calculated data"
"QCL","Crops and livestock products","3","Albania","5419","Yield","569","Figs","1987","1987","hg/ha","15459","Fc","Calculated data"
"QCL","Crops and livestock products","3","Albania","5419","Yield","569","Figs","1988","1988","hg/ha","15568","Fc","Calculated data"
